Date,Open,High,Low,Close,Volume
1994-03-01,412.17,414.03,406.36,409.69,307310000
1994-03-02,409.69,409.69,398.30,408.18,326640000
1994-03-03,408.18,411.19,407.39,408.17,318360000
1994-03-04,408.17,412.97,408.17,411.99,318180000
1994-03-07,411.99,416.29,411.99,415.30,303240000
1994-03-08,415.30,415.30,410.01,411.97,304660000
1994-03-09,411.97,414.33,409.24,413.08,316900000
1994-03-10,413.08,414.73,407.32,409.77,326790000
1994-03-11,409.77,410.59,406.95,409.43,279250000
1994-03-14,409.43,413.60,409.43,412.93,265500000
1994-03-15,412.93,415.07,412.31,412.83,303080000
1994-03-16,412.83,415.68,412.36,415.31,338010000
1994-03-17,415.31,418.99,415.31,418.45,324270000
1994-03-18,418.45,418.89,415.32,417.52,311450000
1994-03-21,417.52,417.61,412.76,412.99,261550000
1994-03-22,412.99,413.01,409.49,410.67,305230000
1994-03-23,410.67,413.66,410.49,410.50,334150000
1994-03-24,410.50,410.50,399.83,403.92,373500000
1994-03-25,403.92,405.26,399.63,399.86,281290000
1994-03-28,399.86,401.45,388.45,393.92,300920000
1994-03-29,393.92,395.41,382.81,383.00,309560000
1994-03-30,383.00,386.08,375.74,380.25,398190000
1994-03-31,380.25,383.77,372.32,382.96,413950000
1994-04-04,382.96,382.96,368.71,375.42,313720000
1994-04-05,375.42,389.68,375.42,389.31,330810000
1994-04-06,389.31,390.47,384.54,388.76,293820000
1994-04-07,388.76,391.94,387.34,390.97,284690000
1994-04-08,390.97,391.32,382.64,384.90,268820000
1994-04-11,384.90,385.01,381.75,383.85,238170000
1994-04-12,383.85,383.85,373.62,375.46,290760000
1994-04-13,375.46,377.46,363.70,367.25,343360000
1994-04-14,367.25,370.26,361.85,365.65,313100000
1994-04-15,365.65,368.29,364.40,366.29,278920000
1994-04-18,366.29,368.44,359.06,360.46,246580000
1994-04-19,360.46,364.51,352.87,357.36,328190000
1994-04-20,357.36,362.03,352.12,355.38,335340000
1994-04-21,355.38,367.46,355.38,367.02,341230000
1994-04-22,367.02,371.89,367.02,369.08,319540000
1994-04-25,369.08,375.53,368.67,374.79,238290000
1994-04-26,374.79,377.37,373.99,375.46,285540000
1994-04-28,375.46,376.43,372.16,372.45,308690000
1994-04-29,372.45,374.20,369.35,373.25,263810000
1994-05-02,373.25,380.62,371.88,379.82,254080000
1994-05-03,379.82,381.31,373.92,377.07,302080000
1994-05-04,377.07,378.84,375.12,377.53,278820000
1994-05-05,377.53,380.17,377.24,378.23,275370000
1994-05-06,378.23,378.23,371.00,374.57,249510000
1994-05-09,374.57,374.57,367.03,368.00,223840000
1994-05-10,368.00,372.67,368.00,370.02,300040000
1994-05-11,370.02,370.31,364.19,365.18,312280000
1994-05-12,365.18,369.27,365.18,366.64,270710000
1994-05-13,366.64,366.64,359.29,364.82,318730000
1994-05-16,364.82,365.08,359.53,360.49,233560000
1994-05-17,360.49,360.96,353.43,360.50,318170000
1994-05-18,360.50,370.11,360.49,368.59,305490000
1994-05-19,368.59,374.91,368.50,371.71,335750000
1994-05-20,371.71,371.71,369.17,370.37,283620000
1994-05-23,370.37,372.14,367.94,369.89,230700000
1994-05-24,369.89,377.64,369.89,377.00,279570000
1994-05-25,377.00,379.47,372.96,378.24,274180000
1994-05-26,378.24,381.25,374.31,375.80,276720000
1994-05-27,375.80,377.71,373.18,376.81,205520000
1994-05-31,376.81,379.48,374.49,378.85,214430000
1994-06-01,378.85,380.10,374.08,379.23,300340000
1994-06-02,379.23,381.60,378.54,380.66,297820000
1994-06-03,380.66,385.16,364.17,382.78,279000000
1994-06-06,382.78,384.74,381.15,382.80,288370000
1994-06-07,382.80,382.80,378.65,379.99,255550000
1994-06-08,379.99,381.23,369.06,371.00,326070000
1994-06-09,371.00,372.04,368.37,370.30,283080000
1994-06-10,370.30,375.78,370.30,374.64,254310000
1994-06-13,374.64,375.04,371.61,371.88,213110000
1994-06-14,371.88,377.90,371.88,377.38,280890000
1994-06-15,377.38,379.80,376.72,377.78,265280000
1994-06-16,377.78,378.10,375.63,377.80,255370000
1994-06-17,377.80,377.80,371.51,371.94,278470000
1994-06-20,371.94,371.94,366.61,367.83,234170000
1994-06-21,367.83,367.83,358.07,360.98,296510000
1994-06-22,360.98,366.68,360.98,363.23,263700000
1994-06-23,363.23,364.57,352.89,353.49,310310000
1994-06-24,353.49,356.59,350.03,351.76,282460000
1994-06-27,351.76,361.56,350.24,361.16,241230000
1994-06-28,361.16,365.94,358.16,362.05,260090000
1994-06-29,362.05,367.23,361.43,362.73,268240000
1994-06-30,362.73,365.51,359.19,360.30,281780000
1994-07-01,360.30,361.73,357.65,360.03,201870000
1994-07-05,360.03,361.02,356.46,356.91,200100000
1994-07-06,356.91,356.91,352.74,353.62,263050000
1994-07-07,353.62,359.34,352.98,359.23,268580000
1994-07-08,359.23,362.73,356.55,359.31,257210000
1994-07-11,359.31,361.14,355.21,358.79,225660000
1994-07-12,358.79,361.67,354.91,361.31,249600000
1994-07-13,361.31,369.62,361.31,369.14,342160000
1994-07-14,369.14,373.43,366.71,367.52,351310000
1994-07-15,367.65,367.84,366.05,367.24,213820000
1994-07-18,368.35,368.73,365.78,368.18,249350000
1994-07-19,368.18,368.36,364.48,364.72,300460000
1994-07-20,364.72,364.72,358.16,359.53,297630000
1994-07-21,359.53,362.32,357.93,362.21,297470000
1994-07-22,362.85,365.34,361.19,365.06,293720000
1994-07-25,365.06,366.11,363.61,366.11,216640000
1994-07-26,366.11,366.19,363.01,364.01,268550000
1994-07-27,364.01,364.95,361.59,361.81,270680000
1994-07-28,361.81,364.18,361.34,362.14,267190000
1994-07-29,362.14,370.65,362.14,370.16,300810000
1994-08-01,370.16,373.87,369.90,373.58,269660000
1994-08-02,373.57,376.64,371.76,372.78,309760000
1994-08-03,372.78,373.56,370.48,370.48,285400000
1994-08-04,370.48,372.62,367.17,367.55,271130000
1994-08-05,367.55,367.71,363.81,367.15,230910000
1994-08-08,367.14,369.23,365.52,368.89,221810000
1994-08-09,368.87,370.95,367.78,370.66,267250000
1994-08-10,370.66,374.99,370.45,373.93,326430000
1994-08-11,373.93,378.54,371.13,374.49,321770000
1994-08-12,374.49,377.52,374.31,376.96,259460000
1994-08-15,376.96,379.13,375.38,377.08,243590000
1994-08-16,377.08,381.14,375.43,380.53,295560000
1994-08-17,380.53,387.19,380.53,386.90,335310000
1994-08-18,386.90,388.49,383.59,385.63,335280000
1994-08-19,385.63,387.75,382.10,384.12,282910000
1994-08-22,384.12,384.12,381.60,382.81,254750000
1994-08-23,382.81,389.23,382.81,386.74,333210000
1994-08-24,386.74,388.76,386.02,388.44,323480000
1994-08-25,388.44,393.47,387.74,391.49,308290000
1994-08-26,391.49,401.30,391.49,399.26,316810000
1994-08-29,399.26,402.03,398.21,398.44,284030000
1994-08-30,398.44,402.29,396.21,401.74,295140000
1994-08-31,401.74,402.87,397.34,397.90,323990000
1994-09-01,397.90,397.90,390.67,391.61,321840000
1994-09-02,391.61,394.19,390.38,391.41,236460000
1994-09-06,391.41,393.80,390.80,393.69,185150000
1994-09-07,393.69,398.71,393.41,397.05,283770000
1994-09-08,397.05,401.43,397.05,400.75,303060000
1994-09-09,400.75,400.75,393.53,394.84,277410000
1994-09-12,394.84,395.36,390.50,391.67,223400000
1994-09-13,391.67,397.53,391.67,396.69,283030000
1994-09-14,396.69,398.22,394.50,397.79,293060000
1994-09-15,397.79,407.10,397.43,407.10,298230000
1994-09-16,407.10,407.10,401.79,404.47,323300000
1994-09-19,404.47,406.79,403.88,403.88,261540000
1994-09-20,403.96,403.96,396.84,396.85,305630000
1994-09-21,396.85,397.64,388.95,393.71,322330000
1994-09-22,393.71,396.26,391.53,393.55,308590000
1994-09-23,393.55,395.22,389.67,390.20,321030000
1994-09-26,390.18,390.27,386.11,388.90,250460000
1994-09-27,388.90,389.92,387.12,389.33,273720000
1994-09-28,389.33,393.83,389.33,391.97,300240000
1994-09-29,391.97,392.22,388.43,391.22,284260000
1994-09-30,391.22,396.48,391.22,393.85,308100000
1994-10-03,393.85,394.94,391.12,392.72,244890000
1994-10-04,392.72,393.45,382.53,382.71,332850000
1994-10-05,382.71,387.38,376.80,386.99,347710000
1994-10-06,386.99,389.37,382.17,382.85,270210000
1994-10-07,382.85,387.75,382.85,387.36,275060000
1994-10-10,387.36,393.52,387.36,392.85,230260000
1994-10-11,392.85,401.83,392.85,400.29,367590000
1994-10-12,400.29,401.57,398.72,399.85,331570000
1994-10-13,399.85,406.85,399.34,399.86,372980000
1994-10-14,399.86,400.18,396.13,398.80,298120000
1994-10-17,398.80,400.09,396.27,396.85,290370000
1994-10-18,396.85,399.27,396.58,398.00,308800000
1994-10-19,398.00,404.34,397.16,403.73,343840000
1994-10-20,403.73,405.60,399.98,402.99,356180000
1994-10-21,402.99,402.99,398.49,400.52,354230000
1994-10-24,400.52,402.34,397.67,398.79,283980000
1994-10-25,398.79,398.79,394.06,398.48,292610000
1994-10-26,398.48,403.92,398.48,403.83,317600000
1994-10-27,403.83,405.81,403.79,405.62,315000000
1994-10-28,405.62,411.84,404.43,411.84,378500000
1994-10-31,411.84,416.09,410.53,413.05,313240000
1994-11-01,413.05,413.05,408.20,410.06,318760000
1994-11-02,410.06,415.23,408.54,408.91,360020000
1994-11-03,408.91,410.54,407.20,408.17,311390000
1994-11-04,408.17,409.77,401.38,401.46,280880000
1994-11-07,401.46,401.68,398.75,400.19,246170000
1994-11-08,400.19,407.59,400.19,407.44,298660000
1994-11-09,407.44,413.40,404.90,408.32,311110000
1994-11-10,408.32,410.15,405.20,406.12,267750000
1994-11-11,406.12,407.74,403.58,404.78,273270000
1994-11-14,404.78,412.32,404.78,412.17,263820000
1994-11-15,412.17,415.75,410.12,411.78,320350000
1994-11-16,411.83,413.74,411.13,412.72,309770000
1994-11-17,412.72,414.56,409.10,410.98,351200000
1994-11-18,410.98,414.51,410.76,412.43,303800000
1994-11-21,412.43,417.55,409.02,409.28,302150000
1994-11-22,409.28,409.28,397.92,397.93,353750000
1994-11-23,397.93,397.93,390.89,397.17,346560000
1994-11-25,397.17,401.34,397.13,401.17,98590000
1994-11-28,401.17,404.92,400.73,403.82,239300000
1994-11-29,403.82,409.45,403.82,409.10,305110000
1994-11-30,409.10,412.00,404.04,404.82,325710000
1994-12-01,404.82,404.88,397.44,397.66,275730000
1994-12-02,399.06,402.18,395.70,402.04,259950000
1994-12-05,402.04,404.84,401.11,402.71,247520000
1994-12-06,402.71,405.14,399.88,399.98,286350000
1994-12-07,399.98,400.82,395.49,395.75,272250000
1994-12-08,395.75,398.25,385.57,386.30,331750000
1994-12-09,386.30,389.24,379.96,388.63,334170000
1994-12-12,388.63,391.00,381.47,388.88,260890000
1994-12-13,388.88,390.31,387.24,387.53,263990000
1994-12-14,387.53,393.22,386.51,391.65,328510000
1994-12-15,391.65,395.95,391.65,393.70,342970000
1994-12-16,393.70,394.92,391.77,392.01,321460000
1994-12-19,392.01,392.62,389.77,390.42,280080000
1994-12-20,390.42,393.96,388.05,390.61,325500000
1994-12-21,390.61,397.94,390.61,397.80,349600000
1994-12-22,397.80,400.37,397.80,399.80,358680000
1994-12-23,399.80,403.09,399.32,401.15,216530000
1994-12-27,401.15,404.94,401.15,404.03,229080000
1994-12-28,404.03,404.54,398.79,400.26,261260000
1994-12-29,400.26,406.53,400.26,406.31,290960000
1994-12-30,406.31,406.50,402.29,404.27,332500000
1995-01-03,404.27,404.27,397.56,398.00,248750000
1995-01-04,398.00,400.41,394.59,399.65,290350000
1995-01-05,399.65,402.04,397.84,398.02,297510000
1995-01-06,398.02,403.03,398.02,401.59,312920000
1995-01-09,401.59,403.99,400.91,403.53,267090000
1995-01-10,403.53,410.56,403.53,407.57,353510000
1995-01-11,407.57,410.45,402.71,407.10,329520000
1995-01-12,407.10,408.32,405.85,407.32,302230000
1995-01-13,407.32,411.16,407.32,410.48,313630000
1995-01-16,410.48,415.50,409.87,413.65,301370000
1995-01-17,413.65,418.66,413.65,416.89,337330000
1995-01-18,416.89,419.98,416.01,419.26,348330000
1995-01-19,419.26,419.26,416.55,417.83,331830000
1995-01-20,417.83,417.95,408.73,410.13,342170000
1995-01-23,410.13,412.07,404.57,411.89,276420000
1995-01-24,411.89,414.04,410.81,413.60,298330000
1995-01-25,413.60,414.02,407.73,410.87,313100000
1995-01-26,410.87,411.73,406.19,406.50,295060000
1995-01-27,406.50,409.14,405.38,407.22,309380000
1995-01-30,407.22,408.39,401.32,401.71,259470000
1995-01-31,401.71,406.06,401.08,405.33,301430000
1995-02-01,405.33,411.38,405.33,407.06,309930000
1995-02-02,407.06,411.28,406.34,411.15,294260000
1995-02-03,411.15,419.01,411.15,416.14,379850000
1995-02-06,416.14,421.29,416.14,420.93,298480000
1995-02-07,420.93,422.18,418.49,420.57,320970000
1995-02-08,420.79,426.20,420.79,425.66,349420000
1995-02-09,425.66,429.79,425.66,426.43,381420000
1995-02-10,426.43,431.30,426.43,430.77,359380000
1995-02-13,430.77,432.37,428.53,428.77,300360000
1995-02-14,428.77,431.06,428.24,429.81,345250000
1995-02-15,429.86,433.44,428.00,432.49,382290000
1995-02-16,432.49,433.16,428.61,430.86,343990000
1995-02-17,430.86,430.86,425.33,425.66,294510000
1995-02-21,425.66,427.03,423.93,424.82,272620000
1995-02-22,424.82,429.93,423.12,429.21,302200000
1995-02-23,429.20,435.20,429.20,431.03,356980000
1995-02-24,431.03,431.03,426.57,428.42,318540000
1995-02-27,428.42,430.67,424.04,424.75,272260000
1995-02-28,424.75,432.91,424.71,432.50,323350000
1995-03-01,432.50,435.22,429.80,429.80,336510000
1995-03-02,429.80,431.72,429.05,431.68,297340000
1995-03-03,431.68,436.89,429.34,436.68,313590000
1995-03-06,436.68,437.25,430.41,437.24,265110000
1995-03-07,437.24,437.82,431.13,432.12,336760000
1995-03-08,432.12,437.01,432.12,437.01,313950000
1995-03-09,437.01,438.49,433.12,437.02,319470000
1995-03-10,437.02,441.76,436.01,441.76,330320000
1995-03-13,441.75,443.94,440.29,440.82,281070000
1995-03-14,440.81,447.51,440.81,446.27,347170000
1995-03-15,446.27,446.56,442.31,443.57,335510000
1995-03-16,443.57,445.81,442.95,444.68,340150000
1995-03-17,444.68,447.75,442.71,443.94,315350000
1995-03-20,443.94,447.67,442.83,446.61,277410000
1995-03-21,446.61,451.16,445.99,447.13,336150000
1995-03-22,447.13,447.43,444.19,447.13,315140000
1995-03-23,447.13,452.04,446.74,448.82,350790000
1995-03-24,448.82,455.45,448.82,455.43,402890000
1995-03-27,455.43,457.98,453.32,457.12,315230000
1995-03-28,457.12,460.63,456.33,460.54,350240000
1995-03-29,460.54,462.99,449.43,451.87,410380000
1995-03-30,451.87,454.68,442.69,448.42,363320000
1995-03-31,448.36,448.55,439.22,447.15,347850000
1995-04-03,447.15,448.81,442.30,448.49,273920000
1995-04-04,448.49,450.90,441.53,441.86,365640000
1995-04-05,441.86,444.66,438.38,444.66,348890000
1995-04-06,444.66,445.88,439.91,439.92,348320000
1995-04-07,440.33,444.06,438.85,444.01,331460000
1995-04-10,444.01,449.64,442.58,449.36,300920000
1995-04-11,449.36,454.41,449.36,453.33,355650000
1995-04-12,453.33,457.02,452.01,456.98,345180000
1995-04-13,456.98,459.61,456.23,458.93,359830000
1995-04-17,458.93,466.79,456.74,457.06,366500000
1995-04-18,457.06,461.40,452.79,453.43,377080000
1995-04-19,453.48,453.48,442.71,447.06,453960000
1995-04-20,447.17,449.81,444.21,449.01,408860000
1995-04-21,449.01,451.91,449.01,451.34,394510000
1995-04-24,451.34,457.19,448.93,456.41,318700000
1995-04-25,456.43,461.02,456.43,459.10,375490000
1995-04-26,459.10,463.03,456.16,463.03,392410000
1995-04-27,463.03,468.89,462.59,465.34,417550000
1995-04-28,465.34,470.49,463.69,469.56,375830000
1995-05-01,469.56,472.47,466.05,466.05,315660000
1995-05-02,466.05,467.54,463.38,465.38,348490000
1995-05-03,465.38,474.93,465.38,474.93,398810000
1995-05-04,474.93,484.13,473.47,474.10,421000000
1995-05-05,474.10,478.27,470.30,470.30,331890000
1995-05-08,470.30,478.19,469.71,476.78,320160000
1995-05-09,476.78,479.49,471.83,476.00,381750000
1995-05-10,476.00,479.13,471.63,472.88,380030000
1995-05-11,472.87,479.57,470.72,479.57,390710000
1995-05-12,479.57,486.23,477.93,483.19,404570000
1995-05-15,483.19,486.97,481.22,486.34,350040000
1995-05-16,486.34,492.47,485.51,491.04,382100000
1995-05-17,491.04,497.78,491.04,494.69,404110000
1995-05-18,494.69,498.93,488.02,488.02,388180000
1995-05-19,488.02,490.33,484.68,489.87,337190000
1995-05-22,489.77,495.85,489.56,495.09,344140000
1995-05-23,495.09,503.12,495.09,503.12,414920000
1995-05-24,503.12,509.24,498.00,500.50,439210000
1995-05-25,500.50,502.16,495.15,501.66,381560000
1995-05-26,501.66,501.66,494.43,496.06,302720000
1995-05-30,496.06,498.15,481.21,482.08,320360000
1995-05-31,482.08,488.10,474.17,488.10,376150000
1995-06-01,488.10,493.61,487.20,490.96,354420000
1995-06-02,490.96,496.23,486.07,492.65,351970000
1995-06-05,492.65,502.92,492.65,500.81,372350000
1995-06-06,500.81,504.06,495.12,495.12,387500000
1995-06-07,495.12,499.25,493.58,497.15,378420000
1995-06-08,497.15,501.22,497.15,500.86,378560000
1995-06-09,500.86,502.08,495.57,500.41,382600000
1995-06-12,500.41,503.88,499.41,501.69,352760000
1995-06-13,501.69,506.31,501.69,505.32,402980000
1995-06-14,505.32,507.01,500.76,506.09,421450000
1995-06-15,506.09,513.24,506.09,511.99,412280000
1995-06-16,511.99,518.42,511.99,517.57,403210000
1995-06-19,517.55,530.89,517.55,530.53,407000000
1995-06-20,530.53,539.55,530.53,539.55,444490000
1995-06-21,539.55,542.96,533.33,535.52,455280000
1995-06-22,535.52,546.12,535.52,546.06,474080000
1995-06-23,546.06,546.57,541.84,544.66,447260000
1995-06-26,544.66,546.36,535.89,536.49,384980000
1995-06-27,536.49,540.48,526.88,527.84,417490000
1995-06-28,527.84,533.52,522.09,530.65,395320000
1995-06-29,530.65,537.97,529.85,536.21,368600000
1995-06-30,536.21,541.67,536.11,538.03,402140000
1995-07-03,538.03,540.33,536.73,538.97,130770000
1995-07-05,538.97,546.38,538.97,543.39,370320000
1995-07-06,543.39,554.09,543.39,553.87,425540000
1995-07-07,553.86,567.56,553.28,567.56,512200000
1995-07-10,567.56,575.97,567.50,573.56,457320000
1995-07-11,573.56,573.56,563.93,563.98,443750000
1995-07-12,563.98,580.00,563.98,579.71,514470000
1995-07-13,579.71,591.51,577.44,583.25,530100000
1995-07-14,583.27,589.98,574.34,589.85,433600000
1995-07-17,589.85,600.01,589.85,596.91,466420000
1995-07-18,595.19,597.12,578.09,578.46,483650000
1995-07-19,578.46,578.46,530.40,547.12,597910000
1995-07-20,549.85,554.52,545.50,550.33,480830000
1995-07-21,550.33,555.74,547.32,547.78,468690000
1995-07-24,547.78,563.06,547.78,562.64,404090000
1995-07-25,562.64,575.12,562.64,572.71,499930000
1995-07-26,572.71,581.43,572.71,576.84,483900000
1995-07-27,576.84,586.95,576.84,584.25,508520000
1995-07-28,584.25,584.25,573.33,574.18,458560000
1995-07-31,574.18,576.57,564.33,568.88,385570000
1995-08-01,568.88,569.27,554.25,559.21,436320000
1995-08-02,559.36,569.03,550.70,551.56,486330000
1995-08-03,551.56,553.55,541.64,553.06,451900000
1995-08-04,553.06,561.09,553.06,560.58,378860000
1995-08-07,560.58,566.70,560.58,563.65,362450000
1995-08-08,563.65,568.67,563.65,565.71,403670000
1995-08-09,565.71,577.23,565.71,575.49,476490000
1995-08-10,575.49,577.48,567.82,569.75,452260000
1995-08-11,569.75,575.69,568.23,575.64,385760000
1995-08-14,575.67,584.76,573.46,584.73,371320000
1995-08-15,584.73,588.26,579.63,584.05,424440000
1995-08-16,584.04,596.45,584.04,596.43,472040000
1995-08-17,596.43,600.15,593.13,596.28,496820000
1995-08-18,596.28,601.65,594.02,595.52,470540000
1995-08-21,595.52,598.73,578.89,578.89,437980000
1995-08-22,578.89,589.55,576.90,589.25,466030000
1995-08-23,589.25,593.32,587.05,591.32,430810000
1995-08-24,591.32,591.64,580.23,583.16,449460000
1995-08-25,583.16,584.79,579.97,580.10,383360000
1995-08-28,580.10,581.62,565.85,566.05,397790000
1995-08-29,566.05,566.82,549.12,566.82,470640000
1995-08-30,566.82,574.49,566.66,572.83,401840000
1995-08-31,572.85,580.03,572.85,576.77,375820000
1995-09-01,576.77,576.86,572.16,573.21,292450000
1995-09-05,573.21,595.36,573.21,595.36,387000000
1995-09-06,595.36,601.15,593.86,594.12,464050000
1995-09-07,597.16,604.39,597.05,599.14,489860000
1995-09-08,599.14,604.27,593.90,604.27,464600000
1995-09-11,604.27,612.56,604.27,609.75,441840000
1995-09-12,610.08,613.78,605.90,605.99,467930000
1995-09-13,605.99,611.05,603.17,607.70,498920000
1995-09-14,607.70,610.00,603.74,604.12,484610000
1995-09-15,604.12,604.12,586.27,589.01,520200000
1995-09-18,589.01,591.75,581.79,591.13,406980000
1995-09-19,591.13,601.88,589.57,601.02,466680000
1995-09-20,601.02,608.21,601.02,603.19,514820000
1995-09-21,603.19,603.19,593.14,594.85,469690000
1995-09-22,594.85,594.85,586.84,592.64,439040000
1995-09-25,592.64,593.92,583.60,587.93,312670000
1995-09-26,587.93,595.83,580.53,580.77,426670000
1995-09-27,580.70,580.70,557.26,576.22,523530000
1995-09-28,576.22,595.48,576.22,595.44,448420000
1995-09-29,595.44,599.31,584.93,585.08,463580000
1995-10-02,585.08,587.90,573.17,573.87,393760000
1995-10-03,573.87,575.81,563.95,573.16,456000000
1995-10-04,573.16,573.16,557.43,558.99,386390000
1995-10-05,558.99,572.76,556.61,572.75,456560000
1995-10-06,572.75,581.74,566.98,567.42,450010000
1995-10-09,567.41,567.41,543.04,546.93,403570000
1995-10-10,546.93,551.68,527.89,550.76,532680000
1995-10-11,550.76,564.65,550.76,564.33,454220000
1995-10-12,564.33,573.49,564.33,573.10,421760000
1995-10-13,573.10,579.68,569.35,570.00,425540000
1995-10-16,570.01,573.92,567.01,568.46,325980000
1995-10-17,568.46,589.43,568.46,589.43,434620000
1995-10-18,589.43,605.18,589.43,597.97,544550000
1995-10-19,597.97,602.60,591.00,601.26,470890000
1995-10-20,601.26,601.98,590.13,591.88,428030000
1995-10-23,587.84,594.73,586.01,593.27,368550000
1995-10-24,593.20,597.56,593.02,594.23,445690000
1995-10-25,594.23,595.20,584.33,584.33,456100000
1995-10-26,584.33,588.13,572.49,582.47,479020000
1995-10-27,582.47,593.53,580.25,593.53,440320000
1995-10-30,593.53,609.38,593.53,607.10,416390000
1995-10-31,607.10,613.00,598.77,598.78,469860000
1995-11-01,598.78,603.00,595.39,600.91,437200000
1995-11-02,600.91,614.79,600.65,614.69,499400000
1995-11-03,614.69,621.71,612.09,621.71,451920000
1995-11-06,621.71,623.53,615.66,615.72,390760000
1995-11-07,615.72,615.72,591.20,596.23,519030000
1995-11-08,596.20,606.40,594.75,598.72,476910000
1995-11-09,598.72,617.02,598.72,616.95,478190000
1995-11-10,616.95,621.00,611.64,613.61,473140000
1995-11-13,613.61,616.16,607.15,608.32,395980000
1995-11-14,608.32,608.50,591.60,591.68,447250000
1995-11-15,591.68,597.07,582.41,593.48,459390000
1995-11-16,593.48,597.73,586.94,591.70,492420000
1995-11-17,591.70,594.25,587.40,588.81,477980000
1995-11-20,588.81,593.73,571.67,571.67,438110000
1995-11-21,571.67,576.22,562.50,574.22,537910000
1995-11-22,574.22,580.00,568.99,569.04,418960000
1995-11-24,569.04,578.35,569.04,578.32,136100000
1995-11-27,578.32,585.88,573.91,573.91,439220000
1995-11-28,573.91,598.07,573.91,598.00,497080000
1995-11-29,598.00,604.79,593.18,599.58,534400000
1995-11-30,599.58,602.29,593.52,593.72,542960000
1995-12-01,593.72,595.77,586.18,587.02,495080000
1995-12-04,586.93,604.13,586.93,598.00,505030000
1995-12-05,598.00,600.35,588.91,591.23,567380000
1995-12-06,591.23,595.58,582.33,589.98,567670000
1995-12-07,589.98,592.63,579.76,587.13,491230000
1995-12-08,587.13,599.58,586.75,599.38,455910000
1995-12-11,599.38,602.39,596.10,596.11,423760000
1995-12-12,596.11,597.35,584.53,585.04,463860000
1995-12-13,585.04,590.69,583.91,587.54,484120000
1995-12-14,587.54,590.14,566.27,566.29,565700000
1995-12-15,566.29,571.06,560.35,563.28,581830000
1995-12-18,563.28,563.28,540.97,548.04,576640000
1995-12-19,548.04,575.02,548.04,575.01,564330000
1995-12-20,575.01,581.07,565.08,565.15,567890000
1995-12-21,565.15,580.76,565.15,580.76,532800000
1995-12-22,580.76,585.44,580.74,585.18,420600000
1995-12-26,585.18,586.58,582.59,585.09,332770000
1995-12-27,585.09,587.81,580.01,580.37,384320000
1995-12-28,580.37,580.37,571.05,571.96,449670000
1995-12-29,571.96,577.08,569.45,576.23,541910000
1996-01-02,576.23,586.29,573.89,585.94,399620000
1996-01-03,585.94,586.32,571.42,572.29,506550000
1996-01-04,572.29,575.60,552.69,563.48,629970000
1996-01-05,563.48,568.85,552.18,565.14,548130000
1996-01-08,565.14,568.23,562.22,563.15,142690000
1996-01-09,562.42,562.48,533.51,534.42,545790000
1996-01-10,534.42,545.19,527.22,535.29,603420000
1996-01-11,535.29,555.22,535.29,555.20,513200000
1996-01-12,555.20,558.96,546.71,552.71,485300000
1996-01-15,552.75,554.36,533.65,534.44,422660000
1996-01-16,534.44,546.47,526.80,546.05,561850000
1996-01-17,546.05,555.70,534.87,545.51,613690000
1996-01-18,545.51,555.24,545.51,554.32,536760000
1996-01-19,554.32,566.12,554.28,564.64,571120000
1996-01-22,564.64,572.01,563.68,571.25,494430000
1996-01-23,571.25,572.92,566.92,567.35,533870000
1996-01-24,567.35,582.29,567.35,582.14,593000000
1996-01-25,582.14,584.56,571.52,572.26,582810000
1996-01-26,572.26,577.05,568.33,577.05,513610000
1996-01-29,577.05,580.48,574.45,576.23,434380000
1996-01-30,576.23,585.26,576.23,583.99,542190000
1996-01-31,583.99,591.84,580.43,591.82,561170000
1996-02-01,591.82,601.88,589.01,601.88,583070000
1996-02-02,601.88,606.60,599.36,601.42,561260000
1996-02-05,601.50,615.47,600.67,615.47,512040000
1996-02-06,615.47,621.65,614.87,619.20,589490000
1996-02-07,619.17,619.33,610.35,615.07,611640000
1996-02-08,615.07,625.23,610.10,623.80,556580000
1996-02-09,623.80,629.40,620.08,623.01,552650000
1996-02-12,623.01,629.01,623.01,625.29,494040000
1996-02-13,625.30,626.51,612.04,618.54,525250000
1996-02-14,618.54,623.63,613.25,617.59,515890000
1996-02-15,617.59,621.77,615.55,620.23,493760000
1996-02-16,620.23,623.29,614.91,619.04,459680000
1996-02-20,619.04,621.90,611.73,616.83,459680000
1996-02-21,616.83,627.56,616.83,627.28,485810000
1996-02-22,627.28,644.21,627.28,643.41,641140000
1996-02-23,643.41,647.34,634.60,642.59,583520000
1996-02-26,642.59,645.24,636.56,637.92,473800000
1996-02-27,637.92,640.57,628.45,631.10,514460000
1996-02-28,631.10,638.79,629.90,631.44,543440000
1996-02-29,631.44,631.44,620.88,622.83,533230000
1996-03-01,622.83,622.83,601.04,604.76,587170000
1996-03-04,604.76,609.84,600.08,601.50,474380000
1996-03-05,601.50,616.06,600.46,615.88,491900000
1996-03-06,615.88,617.22,607.80,607.84,532540000
1996-03-07,607.84,612.52,606.29,609.55,509360000
1996-03-08,609.55,609.55,585.33,591.71,583640000
1996-03-11,591.71,605.62,591.71,605.48,457880000
1996-03-12,605.48,605.48,592.60,599.02,459340000
1996-03-13,599.02,615.89,599.02,614.75,482340000
1996-03-14,614.75,619.03,610.55,610.56,512870000
1996-03-15,610.56,622.68,610.56,621.71,514420000
