Date,Close
2005-01-04,982.79000000
2005-01-05,992.56000000
2005-01-06,983.17000000
2005-01-07,983.96000000
2005-01-10,993.88000000
2005-01-11,997.14000000
2005-01-12,996.75000000
2005-01-13,996.88000000
2005-01-14,988.31000000
2005-01-17,967.45000000
2005-01-18,974.69000000
2005-01-19,967.21000000
2005-01-20,956.24000000
2005-01-21,982.60000000
2005-01-24,998.13000000
2005-01-25,997.78000000
2005-01-26,989.93000000
2005-01-27,974.63000000
2005-01-28,969.21000000
2005-01-31,954.88000000
2005-02-01,955.95000000
2005-02-02,1006.91000000
2005-02-03,993.22000000
2005-02-04,1016.86000000
2005-02-16,1023.58000000
2005-02-17,1020.61000000
2005-02-18,1006.05000000
2005-02-21,1025.63000000
2005-02-22,1046.74000000
2005-02-23,1043.94000000
2005-02-24,1045.46000000
2005-02-25,1046.76000000
2005-02-28,1039.99000000
2005-03-01,1035.93000000
2005-03-02,1021.32000000
2005-03-03,1027.71000000
2005-03-04,1023.67000000
2005-03-07,1029.87000000
2005-03-08,1048.99000000
2005-03-09,1046.54000000
2005-03-10,1022.41000000
2005-03-11,1027.43000000
2005-03-14,1031.03000000
2005-03-15,1013.52000000
2005-03-16,1003.07000000
2005-03-17,992.86000000
2005-03-18,978.66000000
2005-03-21,981.89000000
2005-03-22,964.02000000
2005-03-23,959.01000000
2005-03-24,964.80000000
2005-03-25,962.96000000
2005-03-28,960.70000000
2005-03-29,955.19000000
2005-03-30,937.03000000
2005-03-31,942.20000000
2005-04-01,978.15000000
2005-04-04,962.17000000
2005-04-05,955.60000000
2005-04-06,973.67000000
2005-04-07,984.73000000
2005-04-08,1003.45000000
2005-04-11,995.42000000
2005-04-12,978.70000000
2005-04-13,1000.90000000
2005-04-14,986.97000000
2005-04-15,974.08000000
2005-04-18,963.77000000
2005-04-19,965.89000000
2005-04-20,950.87000000
2005-04-21,943.98000000
2005-04-22,939.10000000
2005-04-25,930.07000000
2005-04-26,937.08000000
2005-04-27,926.60000000
2005-04-28,942.07000000
2005-04-29,932.40000000
2005-05-09,909.17000000
2005-05-10,913.08000000
2005-05-11,901.85000000
2005-05-12,885.82000000
2005-05-13,887.54000000
2005-05-16,875.27000000
2005-05-17,881.46000000
2005-05-18,883.20000000
2005-05-19,884.17000000
2005-05-20,882.76000000
2005-05-23,863.34000000
2005-05-24,868.46000000
2005-05-25,868.45000000
2005-05-26,857.33000000
2005-05-27,849.51000000
2005-05-30,855.61000000
2005-05-31,855.95000000
2005-06-01,837.53000000
2005-06-02,818.38000000
2005-06-03,818.03000000
2005-06-06,839.00000000
2005-06-07,837.28000000
2005-06-08,905.77000000
2005-06-09,912.60000000
2005-06-10,894.56000000
2005-06-13,892.96000000
2005-06-14,883.54000000
2005-06-15,866.83000000
2005-06-16,879.24000000
2005-06-17,880.34000000
2005-06-20,906.26000000
2005-06-21,896.17000000
2005-06-22,900.65000000
2005-06-23,893.57000000
2005-06-24,898.30000000
2005-06-27,916.04000000
2005-06-28,903.72000000
2005-06-29,898.90000000
2005-06-30,878.69000000
2005-07-01,859.49000000
2005-07-04,855.93000000
2005-07-05,849.68000000
2005-07-06,842.56000000
2005-07-07,844.73000000
2005-07-08,829.49000000
2005-07-11,824.10000000
2005-07-12,851.82000000
